id,city_bank,name,routing_bank,reserve,code_country
402,ENGLEWOOD CLIFFS,CITIBANK WEST,122231935,$459352719.25,US
403,HENRICO,BANK OF AMERICA,231371841,$729123870.83,US
404,GREENSBURG,MAINSOURCE BANK,274970076,$763300893.91,US
405,RICHMOND,BANK OF AMERICA,028000325,$178887655.60,US
406,MILACA,FIRST NATIONAL BANK,091903310,$653026052.89,US
407,COLUMBUS,HUNTINGTON NATIONAL BANK,074000078,$797752789.81,US
408,PITTSBURGH,PNC BANK,083000108,$663266811.95,US
409,FARMINGTON,HORIZON CREDIT UNION,324377011,$757323097.29,US
410,BIRMINGHAM,REGIONS BANK,064002280,$579999662.28,US
411,MINNEAPOLIS,WELLS FARGO BANK,031100869,$371078328.17,US
412,MINNEAPOLIS,WELLS FARGO BANK,121042882,$902472714.51,US
413,LINDEN,FIRST BANK,062101581,$616088149.36,US
414,MIAMI,CAPITAL BANK CORPORATION,053012087,$376034251.83,US
415,ALBANY,KEY BANK,021300381,$23057659.41,US
416,GREENSBURG,MAINSOURCE BANK,083908200,$477973536.88,US
417,SUGARLAND,PROSPERITY BANK,114993731,$874650011.48,US
418,TUPELO,BANCORPSOUTH,062102933,$768673748.31,US
419,BUFFALO,HSBC BANK,021301678,$848069660.58,US
420,TALLAHASSEE,CAPITAL CITY BANK,063100882,$883969124.56,US
421,EL PASO,CAPITAL BANK,112093808,$161303745.07,US
422,CLEVELAND,PNC BANK,271070607,$573984937.02,US
423,BAIRD,FIRST BANK,111307430,$449575206.12,US
424,MOUNTAIN CITY,FARMERS STATE BANK,064202844,$217449597.72,US
425,BIRMINGHAM,REGIONS BANK,083901744,$795035970.58,US
426,CARLSBAD,PACIFIC WESTERN BANK,122240489,$902185202.53,US
427,AMHERST,M & T BANK,021906471,$742299092.34,US
428,TUPELO,BANCORPSOUTH BANK,084201278,$545342927.45,US
429,LAKEWOOD,FIRSTBANK,107001672,$531211006.41,US
430,LOS ANGELES,BANK OF HOPE,121138990,$745509039.19,US
431,NAPERVILLE,BMO HARRIS BANK,274070439,$683763715.58,US
432,CARRIZO SPRINGS,CAPITAL BANK,114924690,$609003905.08,US
433,RICHMOND,BANK OF AMERICA,067007130,$507360719.05,US
434,WINSTON-SALEM,WELLS FARGO BANK,102189285,$923309299.93,US
435,LEWISTON,TD BANK,211274450,$468329629.04,US
436,RICHMOND,BANK OF AMERICA,082907464,$720729803.99,US
437,ELIZABETH CITY,XENITH BANK,051405188,$882499738.86,US
438,LEWISTON,TD BANK,011600033,$368043885.85,US
439,FLEMINGSBURG,PEOPLES BANK,042105921,$691059899.79,US
440,GRAHAM,INTERBANK,111905230,$197415909.60,US
441,COLUMBUS,HUNTINGTON NATIONAL BANK,041215032,$178076744.44,US
442,BEDIAS,FIRST STATE BANK,113109377,$543470899.82,US
443,CINCINNATI,FIFTH THIRD BANK,071923190,$824838688.97,US
444,PITTSBURGH,PNC BANK INC. - BALTIMORE,052101106,$551672509.19,US
445,KANSAS CITY,NBH BANK,101005690,$430263142.13,US
446,SUGAR LAND,PROSPERITY BANK,113015267,$918105689.14,US
447,LAKEWOOD,FIRSTBANK,107004352,$358365706.69,US
448,N. CHAS,SOUTH STATE BANK,053273981,$748832000.56,US
449,FT. LAUDERDALE,STONEGATE BANK,067016118,$340378312.70,US
450,SUGAR LAND,PROSPERITY BANK,103013211,$676564480.18,US
451,SAN JUAN,CITIBANK,021502040,$966247903.13,US
452,LAS ANIMAS,FIRST NATIONAL BANK,102101111,$179753685.02,US
453,BLUEFIELD,FIRST COMMUNITY BANK,051404600,$906088556.15,US
454,CINCINNATI,FIFTH THIRD BANK,072402034,$990243915.59,US
455,ONTARIO,CITIZENS BUSINESS BANK,122239937,$70567095.45,US
456,OVIEDO,CITIZENS BANK,063105544,$441561848.94,US
457,HENRICO,BANK OF AMERICA,031300669,$416173844.51,US
458,SPOKANE,BANNER BANK,121142779,$293920882.16,US
459,AMHERST,M & T BANK,021300336,$122032114.77,US
460,TUPELO,RENASANT BANK,061120327,$243493326.88,US
461,MANCHESTER,FIRST NATIONAL BANK,042105442,$644515558.11,US
462,RICHMOND,CAPITAL ONE,026004394,$414118819.68,US
463,ENGLEWOOD CLIFFS,CITIBANK,113102329,$141998365.26,US
464,RICHMOND,BANK OF AMERICA,081000058,$803792402.68,US
465,PITTSBURGH,PNC BANK,063114386,$93664188.88,US
466,CONWAY,CENTENNIAL BANK,065106363,$191891506.45,US
467,CARLSBAD,PACIFIC WESTERN BANK,122239775,$831209885.15,US
468,BUFFALO,HSBC BANK,071002053,$418335536.30,US
469,KALISPELL,GLACIER BANK,092101030,$185069283.92,US
470,N. CHAS,SOUTH STATE BANK,053207960,$718683684.20,US
471,ITASCA,FIRST MIDWEST BANK,071901604,$894408540.15,US
472,SUGAR LAND,PROSPERITY BANK,113008083,$509487611.36,US
473,NEW HAMPTON,SECURITY STATE BANK,073907127,$831721005.55,US
474,CORYDON,FIRST SAVINGS BANK,083906684,$741509614.20,US
475,CANBY,FIRST SECURITY BANK,091203942,$289568096.51,US
476,BELDING,INDEPENDENT BANK,072408708,$616996200.29,US
477,HENRICO,BANK OF AMERICA,021200339,$472444568.02,US
478,BAGLEY,FIRST NATIONAL BANK,091204080,$661417094.31,US
479,KANSAS CITY,UMB,081503490,$660342160.95,US
480,RICHMOND,CAPITAL ONE,111104947,$424576851.86,US
481,COLUMBUS,HUNTINGTON NATIONAL BANK,042015422,$665982648.34,US
482,RICHMOND,CAPITAL ONE,065401369,$147268285.01,US
483,ALBANY,KEYBANK,022072692,$454333842.47,US
484,SPOKANE,BANNER BANK,121141903,$791710426.13,US
485,ENGLEWOOD CLIFFS,CITIBANK,052002166,$771152212.99,US
486,PITTSBURGH,PNC BANK,031001175,$519803206.19,US
487,RICHMOND,BANK OF AMERICA,101100045,$433757766.86,US
488,HONEA PATH,COMMERCIAL BANK,053206961,$499619267.81,US
489,CLIFTON,PEOPLES BANK,064103464,$992384164.40,US
490,MIDLAND,CHEMICAL BANK,072413900,$799277711.61,US
491,CIMARRON,FIRST NATIONAL BANK,101105257,$635014765.87,US
492,BROWNSVILLE,INTERNATIONAL BANK OF COMMERCE,114909505,$404166111.04,US
493,HICKSVILLE,NEW YORK COMMUNITY BANK,021172661,$202035147.60,US
494,MASON,COMMERCIAL BANK,114905499,$130580611.63,US
495,KANSAS CITY,UMB,101000695,$666326010.61,US
496,MIDLAND,CHEMICAL BANK,241271957,$527110126.14,US
497,FT.LAUDERDALE,STONEGATE BANK,067016590,$243477033.51,US
498,BURLINGTON,FIRST NATIONAL BANK,101104436,$928369220.78,US
499,ENGLEWOOD CLIFFS,CITIBANK,111909867,$178345537.75,US
500,FOREST,COMMUNITY FIRST BANK,041207150,$163977978.69,US
501,SEAL BEACH,FARMERS & MERCHANTS BANK,122201198,$819992146.25,US
502,JACKSON,TRUSTMARK NATIONAL BANK,084006729,$268052818.51,US
503,BIRMINGHAM,COMPASS BANK,062101468,$350123850.77,US
504,KIOWA,FIRST STATE BANK,101103068,$721279863.82,US
505,BOZEMAN,FIRST SECURITY BANK,092904774,$192664197.98,US
506,READING,SANTANDER BANK,211371308,$794715610.33,US
507,MIDLAND,CHEMICAL BANK,072410013,$752870696.13,US
508,SAN DIEGO,MUFG UNION BANK,122043518,$661983159.10,US
509,WHITESBORO,SECURITY BANK,111907924,$738068019.82,US
510,HELENA,GLACIER BANK,092901706,$968225239.55,US
511,DETROIT,COMERICA BANK,111000753,$196392894.77,US
512,BLAIRSVILLE,UNITED COMMUNITY BANK,061104084,$366206546.28,US
513,CINCINNATI,FIFTH THIRD BANK,042100272,$283624840.68,US
514,FAIRMOUNT,PEOPLES STATE BANK,091311009,$908117131.76,US
515,SAN ANTONIO,INTERNATIONAL BANK OF COMMERCE,114902793,$364819427.27,US
516,MIAMI,CAPITAL BANK,067014343,$740082910.26,US
517,TUPELO,BANCORPSOUTH,062203816,$55322098.80,US
518,CORRIGAN,CITIZENS STATE BANK,113110816,$565047326.23,US
519,SEYMOUR,FIRST BANK & TRUST,111912401,$671005668.75,US
520,LAWTON,CITY NATIONAL BANK,103100739,$706152060.01,US
521,SPENCER,HERITAGE BANK,075906838,$363894313.32,US
522,CROWLEY,BANK OF COMMERCE,065200528,$231278371.73,US
523,OKLAHOMA CITY,FIRST SECURITY BANK,103000677,$138844754.78,US
524,MIDDLETOWN,LIBERTY BANK,011110688,$292995630.97,US
525,SAN ANTONIO,INTERNATIONAL BANK OF COMMERCE,114905813,$810389660.57,US
526,LOS ANGELES,BANK OF THE WEST,091803290,$726059822.56,US
527,MEMPHIS,COMMUNITY BANK,081518333,$409350252.32,US
528,SAN JOSE,HERITAGE BANK,121144528,$756407217.21,US
529,ROYAL CENTER,COMMUNITY STATE BANK,074912645,$727323133.14,US
530,GLEN HEAD,FIRST NATIONAL BANK,021411335,$192618524.14,US
531,FLETCHER,FIRST NATIONAL BANK,103107486,$487946990.14,US
532,MOHALL,CITIZENS STATE BANK,091308795,$843149089.43,US
533,TUPELO,RENASANT BANK,062202367,$183443128.59,US
534,TUPELO,RENASANT BANK,063115686,$203515555.04,US
535,STARKVILLE,CADENCE BANK,063114836,$674528037.22,US
536,WILSON,BRANCH BANKING & TRUST COMPANY,031318907,$266122008.20,US
537,ELIZABETHTON,CITIZENS BANK,264271196,$978603695.69,US
538,BOISE CITY,FIRST STATE BANK,103110237,$514425978.55,US
539,MIAMI,CAPITAL BANK,067009280,$249453077.09,US
540,PINE BLUFF,SIMMONS FIRST NATL BK,081507072,$169588851.92,US
541,COZAD,FIRST BANK & TRUST,104102574,$960147734.44,US
542,WAGONER,FIRST BANK & TRUST,103109840,$178392032.41,US
543,HUGHES SPRINGS,FIRST NATIONAL BANK,113123625,$658153783.06,US
544,NAPERVILLE,BMO HARRIS BANK,071926320,$396021384.94,US
545,AURORA,HERITAGE BANK,104908383,$985211669.57,US
546,NAPERVILLE,BMO HARRIS BANK,091001157,$573891192.43,US
547,WILSON,BRANCH BANKING & TRUST COMPANY,057000668,$712328859.09,US
548,DRIPPING SPRINGS,"PIONEER BANK, SSB",113023990,$872596516.89,US
549,KANSAS CITY,COMMERCE BANK,101000019,$459160784.33,US
550,MOHALL,CITIZENS STATE BANK,091308795,$43678593.27,US
551,WISHEK,SECURITY STATE BANK,091302597,$126706783.87,US
552,HAYWARD,PEOPLES BANK,091810623,$972372171.38,US
553,RICHMOND,BANK OF AMERICA,084000819,$491657446.44,US
554,ENGLEWOOD CLIFFS,CITIBANK,028001489,$34694620.77,US
555,CANTON,COMMUNITY BANK,021308817,$364874921.83,US
556,FRANKFORT,UNITED BANK,083901100,$384519573.14,US
557,ITASCA,FIRST MIDWEST BANK,071901604,$763229032.20,US
558,NAPERVILLE,BMO HARRIS BANK,091800015,$89638833.53,US
559,RICHMOND,CAPITAL ONE,051405515,$867315544.78,US
560,MOODY,FIRST NATIONAL BANK,111907348,$162351990.58,US
561,CARLSBAD,PACIFIC WESTERN BANK,122239335,$976291145.24,US
562,BURLINGTON,HERITAGE BANK,042102160,$159955113.25,US
563,PITTSBURGH,PNC BANK INC. - BALTIMORE,052102590,$163635011.01,US
564,KANSAS CITY,COMMUNITY FIRST BANK,101001005,$82987965.76,US
565,NAPERVILLEL,BMO HARRIS BANK,075900986,$155666271.89,US
566,CHICAGO,BYLINE BANK,071004349,$991393422.18,US
567,PATON,COMMUNITY STATE BANK,073922296,$767666947.74,US
568,LOS ANGELES,GRANDPOINT BANK,122203507,$788203165.71,US
569,ALBANY,PEOPLES BANK,083908530,$529173817.35,US
570,CINCINNATI,FIRST FINANCIAL BANK,274970063,$265003153.25,US
571,DOWNEY,FINANCIAL PARTNERS CREDIT UNION,321175180,$243480305.87,US
572,EASTON,COMMUNITY BANK,071123398,$732870211.21,US
573,WYACONDA,PEOPLES BANK,081514829,$632100112.35,US
574,SAN DIEGO,MUFG UNION BANK,125008288,$625224153.45,US
575,MIDLAND,CHEMICAL BANK,072410013,$535997330.25,US
576,ALBANY,KEY BANK,022000839,$256777622.66,US
577,HERMITAGE,FIRST NATIONAL BANK OF PENNSYLVANIA,243373471,$493762842.85,US
578,HERMITAGE,FIRST NATIONAL BANK OF PENNSYLVANIA,031317021,$321969732.86,US
579,MANCHESTER,FIRST NATIONAL BANK,042105442,$806479689.08,US
580,BLOOMINGTON,FIRST STATE BANK,071109891,$350140991.22,US
581,RICHMOND,CAPITAL ONE,026007883,$643072965.54,US
582,CINCINNATI,FIFTH THIRD BANK,072400447,$283699481.16,US
583,ALBANY,KEY BANK,011200022,$620262863.41,US
584,NEWELL,FIRST COMMUNITY BANK,073907897,$471695894.27,US
585,MARSHALLTOWN,PINNACLE BANK,073920777,$72751359.21,US
586,HAZELWOOD,FIRST BANK,122239131,$104947584.07,US
587,BROOKSTON,FARMERS STATE BANK,074906059,$859936614.45,US
588,CHARLES CITY,FIRST SECURITY BANK,073901592,$861896215.52,US
589,METROPOLIS,CITY NATIONAL BANK,081204281,$157619125.21,US
590,WINSTON-SALEM,WELLS FARGO BANK,101089292,$204988944.38,US
591,CINCINNATI,FIRST FINANCIAL BANK,074907317,$392031227.38,US
592,N. CHAS,SOUTH STATE BANK,053201869,$207791739.56,US
593,HARTFORD,FIRST NATIONAL BANK,062101882,$941994435.17,US
594,ONTARIO,CITIZENS BUSINESS BANK,122240696,$78144938.95,US
595,LAKEWOOD,FIRSTBANK,107004381,$828379514.88,US
596,PITTSBURGH,BANK OF NEW YORK MELLON,031100351,$989518731.39,US
597,HOSMER,FARMERS STATE BANK,091407942,$906491415.16,US
598,NEW ORLEANS,WHITNEY BANK,065400153,$667284608.84,US
599,MINNEAPOLIS,WELLS FARGO BANK,062203751,$345085389.91,US
600,WELLS,PEOPLES STATE BANK,091215529,$449245495.35,US
601,HAWTHORNE,UNIFY FINANCIAL FEDERAL CREDIT UNION,261378652,$29672002.14,US
602,COLUMBUS,HUNTINGTON NATIONAL BANK,042107602,$794567477.19,US
603,RICHMOND,BANK OF AMERICA,011101752,$703395334.74,US
604,ATLANTA,FEDERAL RESERVE BANK,031000040,$246538573.00,US
605,RICHMOND,BANK OF AMERICA,021202609,$240406273.56,US
606,NEWARK,PARK NATIONAL BANK,242272489,$329083985.44,US
607,CHAMPAIGN,BUSEY BANK,071100719,$422654513.78,US
608,ROSEMONT,M B FINANCIAL BANK,071004161,$112536970.47,US
609,HERMITAGE,FIRST NATIONAL BANK,053112110,$576485046.19,US
610,JASPER,SECURITY BANK,262286455,$890974285.79,US
611,SAN JUAN,BANCO POPULAR,021502095,$537687191.79,US
612,MEMPHIS,FIRST TENNESSEE BANK,064207771,$860401911.02,US
613,TALLAHASSEE,CAPITAL CITY BANK,063105405,$881260466.23,US
614,BIRMINGHAM,COMPASS BANK,113010547,$83267904.11,US
615,TOMAH,FARMERS & MERCHANTS BANK,075907442,$465479747.20,US
616,GAINESVILLE,FIRST STATE BANK,111912252,$210467632.17,US
617,LAKEWOOD,COLUMBIA STATE BANK,124103786,$744701608.64,US
618,SUGAR LAND,PROSPERITY BANK,113104521,$421393674.79,US
619,TAHLEQUAH,FIRST STATE BANK,103102193,$435309589.15,US
620,BUFFALO,HSBC BANK,021301678,$850998891.48,US
621,BELZONI,BANKPLUS,065301605,$904582243.14,US
622,ITASCA,FIRST MIDWEST BANK,271973937,$202892934.32,US
623,AUBURN,UNITED COMMUNITY BANK,081210314,$667396378.08,US
624,CINCINNATI,FIFTH THIRD BANK,083002342,$224704877.19,US
625,AMHERST,M & T BANK,056009233,$526881530.33,US
626,CONWAY,CENTENNIAL BANK,063109702,$415852015.57,US
627,CORTEZ,FIRST NATIONAL BANK,102104888,$440224249.50,US
628,MARKS,CITIZENS BANK,084204709,$507554848.88,US
629,AMHERST,M & T BANK,231375520,$855920030.91,US
630,NEW ORLEANS,WHITNEY BANK,063112786,$589245375.57,US
631,TAMPA,JPMORGAN CHASE,267091263,$134351643.86,US
632,MT STERLING,FARMERS STATE BANK,081218536,$353304210.64,US
633,DRIPPING SPRINGS,"PIONEER BANK, SSB",113102442,$889970453.67,US
634,"SEYMOUR,",FIRST BANK & TRUST,111304051,$361269930.29,US
635,NORTH MANKATO,FRANDSEN BANK & TRUST,091903695,$973824512.70,US
636,COLUMBIA,CITIZENS BANK,065304385,$566971442.34,US
637,LYNN,EASTERN BANK,211370846,$948154021.56,US
638,MINNEAPOLIS,WELLS FARGO BANK,121141534,$912731302.53,US
639,MORGANFIELD,UNITED COMMUNITY BANK,083908381,$288877547.71,US
640,RICHMOND,CAPITAL ONE,065200722,$261508975.35,US
641,HENRICO,BANK OF AMERICA,081000032,$566110435.57,US
642,MINNEAPOLIS,WELLS FARGO BANK,051404985,$428947783.93,US
643,ENGLEWOOD CLIFF,CITIBANK,271970066,$533579256.22,US
644,AMHERST,M & T BANK,031100092,$615010237.10,US
645,COLUMBUS,THE HUNTINGTON NATIONAL BANK,071916916,$182868488.08,US
646,MINNEAPOLIS,WELLS FARGO BANK,122187076,$53756652.44,US
647,MILNOR,FIRST NATIONAL BANK,091301750,$150105047.34,US
648,CHANCELLOR,SECURITY STATE BANK,091405229,$444611911.18,US
649,THOMASVILLE,BANK OF NORTH CAROLINA,053208176,$952685056.07,US
650,LEBANON,FIRST TENNESSEE BANK,064107376,$622704439.12,US
651,SPOKANE,BANNER BANK,122243664,$45131343.30,US
652,SHALLOWATER,FIRST STATE BANK,111323689,$951249517.08,US
653,GREENSBURG,MAINSOURCE BANK,274970076,$16303822.61,US
654,WILSON,BRANCH BANKING & TRUST COMPANY,053101121,$525893893.75,US
655,RICHMOND,BANK OF AMERICA,063104972,$468159802.41,US
656,GREENSBURG,MAINSOURCE BANK,074910799,$4299655.23,US
657,RICHMOND,CAPITAL ONE,111103634,$536047253.59,US
658,WALKER,FIRST NATIONAL BANK,091905648,$441955258.73,US
659,KILLEEN,FIRST NATIONAL BANK,122106455,$744339844.95,US
660,BATON ROUGE,FIRST NATIONAL BANK,063111596,$425447938.09,US
661,SEATTLE,HSBC BANK,125007098,$788924638.90,US
662,PITTSBURGH,PNC BANK,063114784,$315177721.29,US
663,JACKSON,TRUSTMARK NATIONAL BANK,062105338,$214569459.16,US
664,RYE,USALLIANCE FEDERAL CREDIT UNION,221973563,$960590658.94,US
665,STICKNEY,FARMERS STATE BANK,091407793,$918571922.46,US
666,GREENSBURG,PEOPLES BANK,074903337,$650031033.16,US
667,BELZONI,BANKPLUS,065302044,$143957794.02,US
668,MEMPHIS,FIRST TENNESSEE BANK,064101398,$564588225.61,US
669,PELL CITY,UNION STATE BANK,062202697,$53433865.00,US
670,RICHMOND,BANK OF AMERICA,028000325,$24345219.00,US
671,HAYFIELD,CITIZENS STATE BANK,091904872,$465031058.30,US
672,CHANTILLY,UNITED BANK,054001550,$221469945.44,US
673,EASTLAND,FIRST FINANCIAL BANK,111921751,$212461813.61,US
674,MIDLAND,CHEMICAL BANK,072401789,$686242476.28,US
675,TROY,FIRST BANK,053104568,$123705292.32,US
676,HUGO,FIRST NATIONAL BANK,102103630,$312565266.50,US
677,YORK,CORNERSTONE BANK,104103421,$426719109.71,US
678,CINCINNATI,FIFTH THIRD BANK,063109935,$147222825.04,US
679,KANSAS CITY,COMMERCE BANK,107002846,$299187495.29,US
680,LEWISTON,TD BANK,211370493,$529608345.47,US
681,SPRINGDALE,UNITED BANK,282974161,$634125935.94,US
682,CONWAY,CENTENNIAL BANK,284170468,$368232383.60,US
683,MIAMI,CAPITAL BANK,053110374,$514167164.09,US
684,WESTPHALIA,FARMERS STATE BANK,101107116,$697470826.51,US
685,LAKEWOOD,FIRSTBANK,107006651,$363495858.93,US
686,NEWARK,CITY NATIONAL BANK,021201639,$411007740.10,US
687,BLUEFIELD,FIRST COMMUNITY BANK,051502434,$575293686.49,US
688,LAWRENCEBURG,UNITED COMMUNITY BANK,274970584,$853597695.99,US
689,LOS ANGELES,BANK OF THE WEST,107006813,$738428046.85,US
690,PITTSBURGH,PNC BANK,051403915,$121668400.18,US
691,STARKVILLE,CADENCE BANK,061120246,$870705104.39,US
692,HICKSVILLE,NEW YORK COMMUNITY BANK,021207112,$127370233.46,US
693,ELBERTON,PINNACLE BANK,061111653,$650924999.52,US
694,RICHMOND,BANK OF AMERICA,053107989,$846229372.68,US
695,N. CHAS,SOUTH STATE BANK,053200983,$387039261.85,US
696,CARLSBAD,PACIFIC WESTERN BANK,122238200,$843127982.09,US
697,SAN DIEGO,MUFG UNION BANK,125000118,$475155941.03,US
698,LAKEWOOD,FIRSTBANK,107006664,$305526930.45,US
699,PITTSBURGH,PNC BANK,053100850,$379673263.07,US
700,MAYWOOD,COMMUNITY FIRST BANK,104113408,$337418660.72,US
701,SAN DIEGO,MUFG UNION BANK,122043518,$16503096.02,US
702,FRANKFORT,UNITED BANK,042102018,$153624833.86,US
703,CARROLLTON,FIRST NATIONAL BANK,083902196,$737903123.81,US
704,PARIS,SECURITY BANK,084303545,$12883247.20,US
705,ST LOUIS,SIMMONS FIRST NATL BK,081917345,$577856118.05,US
706,MINNEAPOLIS,WELLS FARGO BANK,067091780,$796577188.50,US
707,TUPELO,RENASANT BANK,061120327,$822032624.78,US
708,ELIZABETH CITY,XENITH BANK,051008996,$358590673.14,US
709,VALLEY MILLS,FIRST NATIONAL BANK,111913329,$520448406.68,US
710,BIRMINGHAM,REGIONS BANK,082000109,$459030523.72,US
711,COZAD,FIRST BANK,104102574,$717698095.14,US
712,BIRMINGHAM,REGIONS BANK,065403875,$137743107.80,US
713,VELVA,PEOPLES STATE BANK,091308805,$775734203.59,US
714,RIVERSIDE,FIRST NATIONAL BANK,122240751,$214693213.28,US
715,POYNETTE,UNITED COMMUNITY BANK,075906524,$811610450.84,US
716,WARROAD,SECURITY STATE BANK,091210540,$554903237.02,US
717,WESTHOPE,PEOPLES STATE BANK,091301899,$124611863.08,US
718,MINNEAPOLIS,WELLS FARGO BANK,026012881,$93951203.07,US
719,SUGAR LAND,PROSPERITY BANK,113015267,$254077706.01,US
720,TAMPA,JPMORGAN CHASE,021410637,$102065535.73,US
721,OZARK,BANK OF THE OZARKS,082907273,$964738040.61,US
722,LEWISTON,TD BANK,067011142,$730232235.21,US
723,MIDLAND,CHEMICAL BANK,072413706,$778506667.13,US
724,SPOKANE VALLEY,HORIZON CREDIT UNION,325182603,$502915143.80,US
725,TOPEKA,CAPITAL CITY BANK,101101141,$673951380.85,US
726,DYERSVILLE,FIDELITY BANK,071112684,$620269695.65,US
727,LAS CRUCES,CITIZENS BANK,112201289,$757070000.61,US
728,TUPELO,RENASANT BANK,084205643,$438302317.45,US
729,RICHMOND,BANK OF AMERICA,011900254,$599973330.86,US
730,FRANKFORT,UNITED BANK & CAPITAL TRUST COMPANY,042102335,$842134276.17,US
731,LAS ANIMAS,FIRST NATIONAL BANK,102101111,$518851974.07,US
732,NORTH MANKATO,FRANDSEN BANK & TRUST,091901202,$597092964.54,US
733,DIBOLL,FIRST BANK & TRUST,113122804,$239985806.95,US
734,MEMPHIS,FIRST TENNESSEE BANK,084000026,$767427812.89,US
735,BIRMINGHAM,COMPASS BANK,107000783,$801205723.35,US
736,SPRING VALLEY,SECURITY STATE BANK,091905253,$796714672.86,US
737,SUGAR LAND,PROSPERITY BANK,111917435,$504952908.28,US
738,BOAZ,FIRST BANK,062202163,$457632696.95,US
739,WAYNE,VALLEY NATIONAL BANK,021207280,$952382094.30,US
740,PITTSBURGH,PNC BANK,067014194,$604433995.98,US
741,CINCINNATI,FIFTH THIRD BANK,071905985,$98525100.74,US
742,WILSON,BRANCH BANKING & TRUST COMPANY,031308810,$985670308.50,US
743,ALBANY,KEYBANK,021313747,$29546171.74,US
744,NAPERVILLE,BMO HARRIS BANK,075900148,$847484526.70,US
745,RICHMOND,BANK OF AMERICA,063105683,$329514227.83,US
746,NAPERVILLE,BMO HARRIS BANK,075072157,$564173553.41,US
747,WAGONER,FIRST BANK,103107046,$550252855.08,US
748,HENRICO,BANK OF AMERICA,064000020,$187173489.97,US
749,DURANGO,GLACIER BANK,102106569,$644289686.62,US
750,MINNEAPOLIS,WELLS FARGO BANK,052001963,$912549706.80,US
751,LAYAYETTE,IBERIABANK,265270222,$880757089.04,US
752,NAPERVILLE,BMO HARRIS BANK,071926320,$324417491.60,US
753,ARTHUR,FIRST STATE BANK,091305044,$274030012.23,US
754,LEWISTON,TD BANK,063112809,$961371312.00,US
755,MIDDLETON,FIRST FINANCIAL BANK,083974467,$524537563.26,US
756,PITTSBURGH,PNC BANK,062203298,$284708423.60,US
757,JUNCTION,FIRST STATE BANK,114922430,$847254255.05,US
758,SUGAR LAND,PROSPERITY BANK,111024849,$139272726.56,US
759,CINCINNATI,FIFTH THIRD BANK,042202196,$22799583.72,US
760,AUBURN,UNITED COMMUNITY BANK,071119865,$623840094.03,US
761,PITTSFIELD,BERKSHIRE BANK,221371071,$818346816.44,US
762,HERMITAGE,FIRST NATIONAL BANK,053112864,$462599235.22,US
763,RICHMOND,BANK OF AMERICA,102201244,$752808765.22,US
764,GAINESVILLE,FIRST STATE BANK,111907694,$146593931.82,US
765,COLUMBUS,HUNTINGTON NATIONAL BANK,075901998,$22052060.58,US
766,RICHMOND,BANK OF AMERICA,081501065,$326896323.93,US
767,ALBIA,PEOPLES STATE BANK,073901929,$853553761.46,US
768,PARSONS,COMMERCIAL BANK,101100375,$218221977.44,US
769,ST. PAUL,US BANK,124302150,$300864097.57,US
770,NEW ORLEANS,FIDELITY BANK,265070532,$777281759.02,US
771,PORTLAND,UMPQUA BANK,121141819,$833497964.55,US
772,CAMERON,FARMERS STATE BANK,101202503,$480397868.68,US
773,WYOMISSING,SANTANDER BANK,031902038,$705260486.80,US
774,NAPERVILLE,BMO HARRIS BANK,075000734,$533570246.14,US
775,BRISTOW,COMMUNITY BANK,103112125,$848503114.39,US
776,LAKEWOOD,COLUMBIA STATE BANK,123103606,$851434958.23,US
777,MINNEAPOLIS,WELLS FARGO BANK,061113279,$72616699.07,US
778,TALLAHASSEE,CAPITAL CITY BANK,063101399,$618511339.03,US
779,KANSAS CITY,UMB,101200518,$44007684.76,US
780,PETTSFIELD,BERKSHIRE BANK,031207911,$14437830.86,US
781,PINE BLUFF,SIMMONS FIRST NATL BK,082908777,$38189751.39,US
782,GLENVILLE,CITIZENS STATE BANK,091205733,$782609393.51,US
783,THOMASVILLE,BANK OF NORTH CAROLINA,253278498,$163920332.08,US
784,ROSEMONT,BANCO POPULAR,071924458,$478869220.48,US
785,CANTON,COMMUNITY BANK,021310326,$152269209.71,US
786,ODESSA,SECURITY BANK,112322634,$504651500.49,US
787,KIESTER,FIRST STATE BANK,091208154,$930514998.69,US
788,SUGAR LAND,PROSPERITY BANK,111917383,$31969040.63,US
789,NEW ORLEANS,WHITNEY BANK,263290220,$489459913.63,US
790,MINNEAPOLIS,WELLS FARGO BANK,053000183,$170795972.35,US
791,BLUEFIELD,FIRST COMMUNITY BANK,051504432,$981284076.26,US
792,READING,SANTANDER BANK,221272361,$795587510.87,US
793,CANTON,COMMUNITY BANK,021310591,$810064154.52,US
794,SUFFOLK,FARMERS BANK,051405670,$721132701.73,US
795,WYOMISSING,SANTANDER BANK,031902038,$486039415.67,US
796,BIRMINGHAM,COMPASS BANK,107000783,$491214907.28,US
797,MUSCATINE,COMMUNITY BANK,073905718,$751270957.30,US
798,BRENTWOOD,COMMERCIAL BANK,122043482,$572701962.64,US
799,GRETNA,PINNACLE BANK,101200440,$203251471.53,US
800,ELDORADO,FIRST NATIONAL BANK,111307841,$699702850.19,US
801,BOSCOBEL,COMMUNITY FIRST BANK,075903226,$326984451.68,US
802,SIOUX FALLS,GREAT WESTERN BANK,104000702,$639450327.55,US
803,SUGAR LAND,PROSPERITY BANK,313170957,$888452214.34,US
