id,city_bank,name,routing_bank,reserve,code_country
403,GANADO,CITIZENS STATE BANK,113110641,$766249801.80,US
404,SHELDON,CITIZENS STATE BANK,073922322,$39470060.26,US
405,RUSTON,FIRST NATIONAL BANK,111101225,$165312427.55,US
406,ROSEMONT,M B FINANCIAL BANK,071909211,$434285744.33,US
407,LAKEWOOD,FIRSTBANK,107003023,$927541890.39,US
408,TAMPA,JPMORGAN CHASE,072413036,$670486770.82,US
409,LAKEWOOD,COLUMBIA STATE BANK,124103786,$681080540.70,US
410,NEW ORLEANS,WHITNEY BANK,065502608,$896258229.10,US
411,SUGAR LAND,PROSPERITY BANK,113105368,$224617380.56,US
412,PITTSBURGH,PNC BANK INC. - BALTIMORE,051403517,$657152798.25,US
413,KANSAS CITY,UMB,101100634,$978605495.69,US
414,STARKVILLE,CADENCE BANK,284272654,$229926426.43,US
415,SIOUX FALLS,GREAT WESTERN BANK,091409584,$502603269.15,US
416,RYE,USALLIANCE FEDERAL CREDIT UNION,226078065,$173462777.25,US
417,SIOUX FALLS,GREAT WESTERN BANK,304971987,$918163827.18,US
418,TALLAHASSEE,CAPITAL CITY BANK,063100882,$374465864.31,US
419,SPRINGFIELD,GREAT SOUTHERN BANK,081501793,$902478578.72,US
420,MIAMI,CAPITAL BANK,053111810,$553946822.61,US
421,NEW CASTLE,CITIBANK,022000868,$315041899.31,US
422,BIRMINGHAM,COMPASS BANK,062201164,$326498065.51,US
423,WINDSOR,CITIZENS NATIONAL BANK,051409139,$304647353.89,US
424,MCINTOSH,FIRST NATIONAL BANK,091204569,$995403929.18,US
425,BESSEMER,FIRST FINANCIAL BANK,262286950,$787280326.32,US
426,WAGONER,FIRST BANK & TRUST,103006406,$47248880.81,US
427,WILSON,BRANCH BANKING & TRUST COMPANY,031204710,$187947224.96,US
428,LAKEWOOD,FIRSTBANK,107004381,$766723921.04,US
429,INDIANA,S & T BANK,031304173,$940545482.62,US
430,KANSAS CITY,UMB,107001067,$215244454.56,US
431,ST. PAUL,US BANK,102000021,$157558218.79,US
432,LAYAYETTE,IBERIABANK,265270222,$573456753.06,US
433,N. CHAS,SOUTH STATE BANK,053207986,$530677381.58,US
434,BIRMINGHAM,COMPASS BANK,114016142,$116198729.82,US
435,ROCKPORT,CAMDEN NATIONAL BANK,211272504,$858372423.52,US
436,RICHMOND,BANK OF AMERICA,053200446,$635716920.00,US
437,RICHMOND,BANK OF AMERICA,231270793,$682025675.68,US
438,MINNEAPOLIS,WELLS FARGO BANK,026012881,$973468180.22,US
439,NAPERVILLE,BMO HARRIS BANK,071920656,$269950.54,US
440,SAN JOSE,HERITAGE BANK,121142850,$290714074.46,US
441,LEWISTON,TD BANK,031207801,$92945407.33,US
442,CHEBOYGAN,CITIZENS NATIONAL BANK,072402212,$840489473.82,US
443,CINCINNATI,FIFTH THIRD BANK,072402364,$814227187.25,US
444,PITTSBURGH,PNC BANK,051404118,$387072384.87,US
445,SAN ANTONIO,INTERNATIONAL BANK OF COMMERCE,114912709,$190440613.47,US
446,ROSEMONT,M B FINANCIAL BANK,122244184,$922976920.08,US
447,MANKATO,COMMUNITY BANK,091915890,$136889945.68,US
448,BERESFORD,FIRST SAVINGS BANK,091406833,$244240467.24,US
449,ST CLOUD,FIRST BANK,063114946,$367462959.33,US
450,LEWISTON,TD BANK,011302933,$593195566.21,US
451,RICHMOND,BANK OF AMERICA,084000945,$999601286.05,US
452,WASECA,FIRST NATIONAL BANK,091917681,$467811814.43,US
453,SUGARLAND,PROSPERITY BANK,113024274,$156427116.92,US
454,NEW ORLEANS,WHITNEY BANK,113000968,$551423383.89,US
455,SAN JUAN,FIRSTBANK,021502354,$114240946.05,US
456,LEWISTON,TD BANK,021207206,$701072887.84,US
457,TAYLOR,CITIZENS NATIONAL BANK,111902819,$472393238.36,US
458,NORTH CHGO,GREAT LAKES CREDIT UNION,271979193,$715746135.34,US
459,BIRMINGHAM,REGIONS BANK,065404913,$908895404.58,US
460,SUGAR LAND,PROSPERITY BANK,113117440,$394658132.98,US
461,WAVERLY,FIRST NATIONAL BANK,073902766,$492985430.14,US
462,REYNOLDSVILLE,COMMUNITY FIRST BANK,043308277,$564108669.50,US
463,MENDENHALL,PEOPLES BANK,065303467,$38408213.39,US
464,HICKSVILLE,NEW YORK COMMUNITY BANK,021213177,$379330651.23,US
465,TAMPA,JPMORGAN CHASE,112000150,$343157165.15,US
466,BIRMINGHAM,COMPASS BANK,111907445,$405677689.54,US
467,MIAMI,CAPITAL BANK,053112217,$43008599.14,US
468,ELIZABETH CITY,XENITH BANK,051409184,$189529478.91,US
469,OLSBURG,UNION STATE BANK,101106939,$254917317.25,US
470,SPRINGDALE,UNITED BANK,282974161,$289754657.70,US
471,DETROIT,COMERICA BANK,111925074,$462127502.25,US
472,MC HENRY,FIRST NATIONAL BANK,071909046,$158048284.34,US
473,ODESSA,SECURITY STATE BANK,116325666,$559006519.75,US
474,LOUISBURG,PEOPLES BANK,101007041,$987172089.14,US
475,PORTLAND,UMPQUA BANK,121142902,$924707186.56,US
476,HAZELWOOD,FIRST BANK,122239131,$391537963.16,US
477,MT. LAUREL,CORNERSTONE BANK,031207830,$472373273.09,US
478,ST. PAUL,CITIZENS BANK,104902062,$958973430.51,US
479,STARKVILLE,CADENCE BANK,113093849,$14114728.97,US
480,CLEVELAND,PNC BANK,071101174,$497484022.45,US
481,GREENSBURG,MAINSOURCE BANK,274970199,$501619259.72,US
482,TAMPA,JPMORGAN CHASE,122100024,$498730182.56,US
483,HARRISON,BEAR STATE BANK,282970204,$316949905.64,US
484,BIRMINGHAM,COMPASS BANK,062200880,$301542957.54,US
485,OMAHA,FIRST NATIONAL BANK,071902629,$220293838.98,US
486,SEYMOUR,FIRST BANK,111908004,$338247755.52,US
487,LOS ANGELES,BANK OF HOPE,026006224,$206144412.54,US
488,STARKVILLE,CADENCE BANK,062201708,$988360459.93,US
489,ROCK VALLEY,PEOPLES BANK,073922005,$980235178.66,US
490,LAS VEGAS,FIRST SECURITY BANK,122402311,$789937665.29,US
491,CLEVELAND,PNC BANK,041204166,$601169268.94,US
492,ST. PAUL,US BANK,042201948,$590177284.35,US
493,MOULTRIE,AMERIS BANK,061292433,$122141260.59,US
494,SIDNEY,FIRST BANK,092901434,$613559970.07,US
495,TUPELO,BANCORP SOUTH,086518736,$310282004.87,US
496,NEWARK,PARK NATIONAL BANK,044103523,$557485612.38,US
497,MIAMI,CAPITAL BANK,264172156,$33137508.56,US
498,MILLIGAN,FARMERS & MERCHANTS BANK,104908082,$832328386.31,US
499,OVIEDO,CITIZENS BANK,063105544,$185477062.47,US
500,MINNEAPOLIS,WELLS FARGO BANK,111904215,$770151676.79,US
501,NAPERVILLE,BMO HARRIS BANK,075910659,$697016804.42,US
502,AMHERST,M & T BANK,055073532,$321859403.89,US
503,NAPERVILLE,BMO HARRIS BANK,122105595,$747835290.03,US
504,NAPERVILLE,BMO HARRIS BANK,075902340,$397145724.88,US
505,GIDDINGS,FIRST NATIONAL BANK,113104712,$162431091.85,US
506,WARROAD,SECURITY STATE BANK,091210540,$837352536.41,US
507,THOMASVILLE,BANK OF NORTH CAROLINA,053100685,$391626419.93,US
508,TAMPA,JPMORGAN CHASE,111300880,$709561379.35,US
509,MARSHALLTOWN,PINNACLE BANK,073920777,$43354311.07,US
510,SEARCY,FIRST SECURITY BANK,082904027,$465594597.69,US
511,WAYNE,VALLEY NATIONAL BANK,067012811,$918200244.04,US
512,NOKOMIS,FIRST NATIONAL BANK,081921551,$764563988.41,US
513,PRIMGHAR,FIRST NATIONAL BANK,073907855,$935042698.09,US
514,PITTSBURGH,PNC BANK INC. - BALTIMORE,055002244,$663634946.91,US
515,RICHMOND,BANK OF AMERICA,011000390,$885037966.23,US
516,GREENSBURG,MAINSOURCE BANK,074903308,$975166673.35,US
517,ENGLEWOOD CLIFFS,CITIBANK WEST,322270055,$902708382.99,US
518,LUBBOCK,FIRST BANK & TRUST,311373125,$32669486.11,US
519,TAMPA,JPMORGAN CHASE,322270521,$858184486.72,US
520,TUPELO,RENASANT BANK,084202837,$176814367.89,US
521,NAPERVILLE,BMO HARRIS BANK,075900229,$93807473.84,US
522,DOWNEY,FINANCIAL PARTNERS CREDIT UNION,322279920,$382071788.47,US
523,PITTSBURGH,PNC BANK,031001175,$721879808.11,US
524,MINERAL WELLS,FIRST FINANCIAL BANK,111919433,$727743984.81,US
525,ELMWOOD,FARMERS STATE BANK,071112804,$414706846.68,US
526,MOULTRIE,AMERIS BANK,063013597,$885490746.37,US
527,KILLEEN,FIRST NATIONAL BANK,113010217,$199810864.27,US
528,BUFFALO,HSBC BANK,028001081,$368983293.32,US
529,TUPELO,BANCORPSOUTH,082901101,$109947592.85,US
530,HOPKINSVILLE,HERITAGE BANK,283972230,$676800584.63,US
531,SOUTH WINDSOR,UNITED BANK,211170318,$929359945.47,US
532,LEWISTON,TD BANK,031101017,$191800081.77,US
533,TUPELO,RENASANT BANK,084205656,$494606494.44,US
534,DWIGHT,FARMERS STATE BANK,101113676,$690062262.55,US
535,KINGFISHER,INTERBANK,103102546,$882855211.20,US
536,JASPER,GERMAN AMERICAN BANCORP,083914016,$447158570.94,US
537,LINCOLN,FARMERS BANK,101208031,$46723402.89,US
538,RICHMOND,CAPITAL ONE,313173349,$584810831.25,US
539,BLUEFIELD,FIRST COMMUNITY BANK,253170981,$633539492.48,US
540,CHICAGO,BMO HARRIS BANK,271250647,$676185267.35,US
541,TUPELO,BANCORPSOUTH,062201083,$57042041.31,US
542,AUBURN,UNITED COMMUNITY BANK,081210314,$247558360.43,US
543,ONTARIO,CITIZENS BUSINESS BANK,122240696,$950458685.51,US
544,MIDLAND,CHEMICAL BANK,272471179,$538380316.53,US
545,SHELDON,CITIZENS STATE BANK,073922322,$107497612.52,US
546,FRANKFORT,UNITED BANK & CAPITAL TRUST COMPANY,083901650,$113605433.79,US
547,KANSAS CITY,NBH BANK,101005690,$467449845.96,US
548,PITTSBURGH,PNC BANK,063114784,$412386366.52,US
549,OKLAHOMA CITY,FIRST FIDELITY BANK,122105728,$528805872.83,US
550,HENRICO,BANK OF AMERICA,052001633,$412236301.60,US
551,LOS ANGELES,BANK OF HOPE,125108942,$950337768.37,US
552,RICHMOND,BANK OF AMERICA,011900652,$604787204.75,US
553,KANSAS CITY,UMB,107001067,$115338188.66,US
554,HENRICO,BANK OF AMERICA,114000019,$447544521.85,US
555,JASPER,GERMAN AMERICAN BANCORP,083904563,$172823087.25,US
556,BEMIDJI,SECURITY BANK,091201258,$502612429.93,US
557,TUPELO,BANCORPSOUTH,282974006,$490240874.57,US
558,DENVER,CENTENNIAL BANK,102106857,$71951369.26,US
559,DRIPPING SPRINGS,"PIONEER BANK, SSB",113125380,$720865593.60,US
560,ENGLEWOOD CLIFFS,CITIBANK,271971777,$905623163.72,US
561,FAIRFAX,UNITED BANK,056004445,$886812589.49,US
562,ROSEMONT,M B FINANCIAL BANK,071004161,$754099821.72,US
563,RICHMOND,CAPITAL ONE,226072304,$825512335.27,US
564,SIOUX FALLS,GREAT WESTERN BANK,073906306,$37929238.38,US
565,DALLAS,PROSPERITY BANK,111093715,$699536635.52,US
566,TAMPA,JPMORGAN CHASE,111000614,$236948106.71,US
567,ST PAUL,US BANK,322270495,$563750617.52,US
568,CINCINNATI,FIRST FINANCIAL BANK,074906622,$523820822.98,US
569,COLUMBUS,HUNTINGTON NATIONAL BANK,051903761,$439633480.64,US
570,BREA,CREDIT UNION OF SOUTHERN CALIFORNIA,322280252,$456486468.50,US
571,BIRMINGHAM,COMPASS BANK,113010547,$447765840.10,US
572,NAPERVILLE,BMO HARRIS BANK,075902065,$845516915.67,US
573,ST. PAUL,US BANK,075000022,$533109095.65,US
574,KEENE,PINNACLE BANK,111909605,$203325449.10,US
575,MIAMI,CAPITAL BANK,053112042,$176211269.42,US
576,PORTLAND,UMPQUA BANK,122243703,$205931344.27,US
577,OMAHA,FIRST NATIONAL BANK OF OMAHA,107000262,$102992409.73,US
578,FARGO,CORNERSTONE BANK,091310725,$887195021.67,US
579,HICKMAN,CITIZENS BANK,083907722,$997110614.33,US
580,TUPELO,BANCORPSOUTH,082901622,$139871004.03,US
581,MINNEAPOLIS,WELLS FARGO BANK,322285752,$79451798.97,US
582,COZAD,FIRST BANK & TRUST,104102574,$568860345.53,US
583,DOWNEY,FINANCIAL PARTNERS CREDIT UNION,322276949,$917704235.73,US
584,GREENWOOD,STATE BANK AND TRUST COMPANY,062106036,$350797678.70,US
585,NORTH CHGO,GREAT LAKES CREDIT UNION,271984832,$1036819.54,US
586,ODESSA,SECURITY BANK,112322634,$501442873.43,US
587,LENA,CITIZENS STATE BANK,071108106,$834764544.80,US
588,MACON,STATE BANK AND TRUST COMPANY,061019742,$232040767.24,US
589,LA HARPE,FIRST STATE BANK,071126489,$54169691.16,US
590,CINCINNATI,FIRST FINANCIAL BANK,074905403,$11577351.89,US
591,ONTARIO,CITIZENS BUSINESS BANK,121142148,$245329758.93,US
592,CAPE VINCENT,CITIZENS BANK,021309997,$132202883.18,US
593,RICHMOND,BANK OF AMERICA,063107610,$616311466.07,US
594,PITTSBURGH,PNC BANK,061203257,$546535261.40,US
595,BIRMINGHAM,REGIONS BANK,062203735,$965125532.64,US
596,WORTHINGTON,FIRST STATE BANK,091206101,$793205503.95,US
597,TAMPA,JPMORGAN CHASE,123271978,$684326856.45,US
598,MIAMI,CAPITAL BANK,053110374,$503383846.00,US
599,BILLINGS,GLACIER BANK,292970744,$955755671.55,US
600,TUPELO,BANCORPSOUTH,082900380,$16059270.25,US
601,WHEELING,WESBANCO BANK INC,242272816,$415757638.64,US
602,DEXTER,FIRST MIDWEST BANK,081519507,$169809922.96,US
603,BEECHER,FIRST COMMUNITY BANK,071911652,$102351115.26,US
604,BURLINGTON,FARMERS & MERCHANTS BANK,073916477,$30594033.92,US
605,N CHAS,SOUTH STATE BANK,061103357,$423710233.60,US
606,YORK,CORNERSTONE BANK,104907960,$801123641.05,US
607,OKLAHOMA CITY,FIRST FIDELITY BANK,122105184,$958864997.49,US
608,PANA,PEOPLES BANK,081207097,$720058682.97,US
609,POLO,FIRST STATE BANK,071115801,$113085492.23,US
610,MIAMI,SECURITY BANK,103110907,$421045601.87,US
611,SUGAR LAND,PROSPERITY BANK,113111378,$412092087.33,US
612,PITTSBURGH,BANK OF NEW YORK MELLON,021902352,$646791859.02,US
613,NAPERVILLE,BMO HARRIS BANK,122487226,$643030298.96,US
614,CONWAY,CENTENNIAL BANK,082008732,$637611640.36,US
615,NAPERVILLE,BMO HARRIS BANK,071919463,$923457444.68,US
616,ROCKPORT,CAMDEN NATIONAL BANK,011202907,$334142988.09,US
617,MOULTRIE,AMERIS BANK,061205255,$601596435.17,US
618,NAPERVILLE,BMO HARRIS BANK,075906951,$230003932.17,US
619,LAKEWOOD,FIRSTBANK,107004637,$43642052.09,US
620,CHAMPAIGN,BUSEY BANK,071102322,$737167788.86,US
621,PITTSBURGH,PNC BANK,055001698,$378592123.25,US
622,NORTH MANKATO,FRANDSEN BANK & TRUST,091901202,$422747110.87,US
623,LONOKE,FIRST STATE BANK,082903497,$647036295.66,US
624,BREA,CREDIT UNION OF SOUTHERN CALIFORNIA,322079133,$247326158.52,US
625,ST. PAUL,US BANK,123306160,$562254756.04,US
626,CLEVELAND,PNC BANK,043305131,$598593261.35,US
627,CLEVELAND,PNC BANK,042215248,$159745529.67,US
628,RICHMOND,BANK OF AMERICA,072413609,$586772811.45,US
629,WYOMISSING,SANTANDER BANK,231371663,$872029569.98,US
630,WINTERSET,UNION STATE BANK,073903150,$943253395.14,US
631,PITTSBURGH,BANK OF NEW YORK MELLON,031305596,$151058213.29,US
632,BURLINGTON,FARMERS & MERCHANTS BANK,073916477,$765149469.96,US
633,ENGLEWOOD CLIFFS,CITIBANK WEST,122231935,$948737755.71,US
634,RICHMOND,BANK OF AMERICA,067008582,$835329162.93,US
635,CARLSBAD,PACIFIC WESTERN BANK,122239335,$554078282.90,US
636,PITTSBURGH,PNC BANK,055002244,$578800277.00,US
637,CROSSETT,FIRST STATE BANK,082901020,$659731788.48,US
638,LAFAYETTE,IBERIABANK,265270769,$795231205.13,US
639,CARLSBAD,PACIFIC WESTERN BANK,122242092,$966940534.46,US
640,NAPERVILLEL,BMO HARRIS BANK,075900986,$285221770.18,US
641,HOT SPRINGS,BEAR STATE BANK,082901457,$144846956.43,US
642,CHAMPAIGN,BUSEY BANK,071100719,$746936837.48,US
643,CANBY,FIRST SECURITY BANK,091202736,$657541110.31,US
644,HILLSBORO,FARMERS STATE BANK,075907808,$224116207.39,US
645,SUGAR LAND,PROSPERITY BANK,113009464,$883623937.40,US
646,LIBERAL,FIRST NATIONAL BANK,101102836,$219103558.83,US
647,YOAKUM,FIRST STATE BANK,114917924,$65414540.68,US
648,EL MONTE,EAST WEST BANK,113012503,$950170902.97,US
649,PANA,PEOPLES BANK,071122535,$948415496.93,US
650,CLEVELAND,PNC BANK,281073458,$784973071.33,US
651,DALEVILLE,FIRST MERCHANTS BANK,044015747,$413981787.23,US
652,LYNN,EASTERN BANK,011302519,$679756181.38,US
653,SAN DIEGO,MUFG UNION BANK,122238077,$742346946.15,US
654,SULPHUR SPRINGS,CITY NATIONAL BANK,111922527,$515169379.50,US
655,MULESHOE,FIRST BANK,111322965,$616849204.98,US
656,NEWARK,PARK NATIONAL BANK,242272612,$237904306.53,US
657,BIRNAMWOOD,BANNER BANK,075904526,$374581529.64,US
658,RIVERSIDE,CITIZENS BANK,021313103,$221129728.69,US
659,MIAMI,CAPITAL BANK CORPORATION,053112042,$587855373.89,US
660,SHELBYVILLE,FIRST COMMUNITY BANK,064103671,$68469026.71,US
661,BAIRD,FIRST BANK,111304912,$812832873.86,US
662,MEMPHIS,FIRST TENNESSEE BANK,064207195,$115863231.08,US
663,GRAYSON,FIRST NATIONAL BANK,042103473,$761454052.90,US
664,KANSAS CITY,NBH BANK,101005690,$117597364.30,US
665,ORD,FIRST NATIONAL BANK,104113217,$214072088.64,US
666,IRONTON,LIBERTY BANK,242272269,$15726686.15,US
667,WEST CONCORD,FARMERS STATE BANK,091915133,$30313799.85,US
668,CHAMPAIGN,BUSEY BANK,067014372,$291980544.95,US
669,CAVALIER,CITIZENS STATE BANK,091217226,$295407511.67,US
670,NAPERVILLE,BMO HARRIS BANK,071900825,$663180848.39,US
671,PINECREST,FIRSTBANK,267089712,$598730337.64,US
672,IDA GROVE,FIRST STATE BANK,073921585,$130880911.17,US
673,RICHMOND,CAPITAL ONE,026004394,$828090859.21,US
674,MIDLAND,CHEMICAL BANK,071214333,$195313422.27,US
675,MANKATO,COMMUNITY BANK,091915890,$881461179.72,US
676,CINCINNATI,FIFTH THIRD BANK,242272188,$329747744.93,US
677,ELLSWORTH,CITIZENS STATE BANK,101104355,$524507634.74,US
678,BIRMINGHAM,REGIONS BANK,084302614,$742990787.82,US
679,WAYNE,VALLEY NATIONAL BANK,021205253,$106959009.73,US
680,ALBANY,PEOPLES BANK,083908530,$100155608.25,US
681,BALLINGER,FIRST NATIONAL BANK,111302587,$67669241.23,US
682,PITTSBURGH,PNC BANK,051403517,$978420636.93,US
683,CHICAGO,BYLINE BANK,071004530,$826945748.31,US
684,MONTICELLO,CITIZENS STATE BANK,073921190,$299481157.79,US
685,SAN ANTONIO,INTERNATIONAL BANK OF COMMERCE,114905567,$976533544.99,US
686,PITTSBURGH,PNC BANK,065103887,$25643067.71,US
687,PITTSBURGH,PNC BANK,061203257,$479813943.25,US
688,RICHMOND,BANK OF AMERICA,066007681,$677314740.12,US
689,BLUEFIELD,FIRST COMMUNITY BANK,053112576,$352218491.22,US
690,HERMITAGE,FIRST NATIONAL BANK,053111988,$516673373.98,US
691,ITASCA,FIRST MIDWEST BANK,271973775,$926239953.31,US
692,RAYMOND,FIRST NATIONAL BANK,081909146,$703189587.91,US
693,AUBURN,UNITED COMMUNITY BANK,081206496,$333999823.38,US
694,BREA,CREDIT UNION OF SOUTHERN CALIFORNIA,322283835,$721218831.52,US
695,HERMITAGE,FIRST NATIONAL BANK,043310281,$974605309.82,US
696,COLUMBUS,THE HUNTINGTON NATIONAL BANK,271070788,$267110163.45,US
697,ROSEMEAD,CATHAY BANK,026001423,$948148234.61,US
698,BELZONI,BANKPLUS,065301197,$605187703.79,US
699,TUPELO,RENASANT BANK,284272780,$854721527.86,US
700,TAMPA,JPMORGAN CHASE,112000150,$715723442.71,US
701,SAN ANGELO,FIRST NATIONAL BANK,111313000,$463331932.93,US
702,ST. PAUL,US BANK,042205038,$153011727.55,US
703,TORRANCE,UNIFY FINANCIAL FEDERAL CREDIT UNION,322283178,$289504491.95,US
704,SAVANNAH,CENTRAL BANK,084309426,$3252967.84,US
705,ALBANY,KEYBANK,221370616,$595488311.89,US
706,SAN ANTONIO,INTERNATIONAL BANK OF COMMERCE,114013284,$635320175.02,US
707,LAKEWOOD,COLUMBIA STATE BANK,124103786,$454214404.25,US
708,HENRICO,BANK OF AMERICA,112002080,$64267190.02,US
709,N. CHAS,SOUTH STATE BANK,253273901,$903867684.93,US
710,SUGAR LAND,PROSPERITY BANK,111910681,$787917921.94,US
711,RICHMOND,BANK OF AMERICA,121103886,$166682045.62,US
712,ST. PAUL,US BANK,073000545,$707795366.53,US
713,OWENSBORO,FIRST SECURITY BANK,083908174,$475836352.24,US
714,NOBLE,FIRST STATE BANK,103008404,$23649666.08,US
715,MINNEAPOLIS,WELLS FARGO BANK,031300465,$135899432.61,US
716,ABILENE,FIRST FINANCIAL BANK,113114647,$81530624.00,US
717,MINNEAPOLIS,WELLS FARGO BANK,052001963,$442153262.06,US
718,LAKEWOOD,FIRSTBANK,107002532,$173901336.52,US
719,MILFORD,CITIZENS STATE BANK,071107699,$821461878.59,US
720,GANADO,CITIZENS STATE BANK,113110641,$708415678.54,US
721,BIRMINGHAM,COMPASS BANK,114909013,$703824194.50,US
722,TAMPA,JPMORGAN CHASE,072413036,$733585503.81,US
723,HENRICO,BANK OF AMERICA,111000025,$967452083.55,US
724,STORM LAKE,CENTRAL BANK,073920557,$146812950.18,US
725,DUBUQUE,CENTENNIAL BANK,107007197,$899834725.43,US
726,OLYMPIA,HERITAGE BANK,125108256,$879241190.46,US
727,SIOUX CITY,PINNACLE BANK,073900739,$997586500.02,US
728,RYE,USALLIANCE FEDERAL CREDIT UNION,226073895,$529138166.97,US
729,NEW CASTLE,CITIBANK,321070007,$618103152.79,US
730,STARKVILLE,CADENCE BANK,113093849,$905187617.49,US
731,HARBOR SPRINGS,FIRST COMMUNITY BANK,072406771,$962778376.93,US
732,HERMITAGE,FIRST NATIONAL BANK OF PENNSYLVANIA,043318092,$324748619.69,US
733,WILSON,BRANCH BANKING & TRUST COMPANY,231374961,$606520170.90,US
734,RUTHER GLEN,UNION BANK & TRUST,251473088,$70148169.91,US
735,ROSHOLT,COMMUNITY FIRST BANK,075906702,$979802962.10,US
736,MARLOW,FIRST NATIONAL BANK,103102494,$453989559.21,US
737,RALEIGH,FIRST CITIZENS BANK & TRUST COMPANY,053010445,$880517240.74,US
738,RICHMOND,BANK OF AMERICA,011501035,$650683970.25,US
739,LAFAYETTE,IBERIABANK,267091250,$948716569.22,US
740,ALBANY,KEYBANK,231375575,$499733430.53,US
741,TOPEKA,COMMUNITY BANK,101106751,$618672026.82,US
742,IDA GROVE,UNITED BANK,073921569,$480362330.77,US
743,TUCUMCARI,CITIZENS BANK,111308277,$541447276.48,US
744,BLAIRSVILLE,UNITED COMMUNITY BANK,061119493,$246491939.88,US
745,CULLMAN,PEOPLES BANK,062203010,$574080519.45,US
746,KALISPELL,GLACIER BANK,092905498,$549741157.69,US
747,RICHMOND,BANK OF AMERICA,063105683,$328042540.97,US
748,MINNEAPOLIS,WELLS FARGO BANK,092905278,$531535060.19,US
749,RICHMOND,BANK OF AMERICA,063106129,$474780525.09,US
750,CONWAY,CENTENNIAL BANK,063115961,$576780468.26,US
751,CHICAGO,BYLINE BANK,071001533,$645232540.28,US
752,NEW BRITAIN,WEBSTER BANK,011104050,$492560602.72,US
753,BIRMINGHAM,COMPASS BANK,122105948,$643755482.24,US
754,OKLAHOMA CITY,FIRST FIDELITY BANK,122106374,$523951160.82,US
755,MOUNTAIN CITY,FARMERS STATE BANK,064202844,$74857743.03,US
756,NORTH CHGO,GREAT LAKES CREDIT UNION,271975951,$474331332.42,US
757,MILFORD,CITIZENS STATE BANK,071107699,$84522967.26,US
758,WHEELING,WESBANCO BANK INC,042202219,$738302975.00,US
759,IRONTON,LIBERTY BANK,242272269,$561779247.85,US
760,RUTHER GLEN,UNION BANK & TRUST,251473787,$809284085.60,US
761,JACKSON,TRUSTMARK NATIONAL BANK,062105338,$78982227.14,US
762,RICHMOND,BANK OF AMERICA,123308825,$277741827.44,US
763,OMAHA,FIRST NATIONAL BANK OF OMAHA,091409487,$51755511.11,US
764,KANSAS CITY,NBH BANK,321181200,$142992457.75,US
765,ENGLEWOOD CLIFFS,CITIBANK WEST,322270055,$915527940.24,US
766,RICHMOND,CAPITAL ONE,065401000,$146597742.33,US
767,WORCESTER,COMMERCE BANK,011300142,$302697098.28,US
768,RICHMOND,BANK OF AMERICA,063106129,$897648337.95,US
769,PORTLAND,TD BANK,026014193,$470907799.35,US
770,ELIZABETH CITY,XENITH BANK,053112246,$888934913.92,US
771,BATON ROUGE,FIRST NATIONAL BANK,065306192,$392828300.51,US
772,SPRINGFIELD,GREAT SOUTHERN BANK,091071491,$494753553.53,US
773,RICHMOND,BANK OF AMERICA,011801052,$355847177.99,US
774,WAGONER,FIRST BANK & TRUST,103109840,$876625606.28,US
775,PELL CITY,UNION STATE BANK,062202697,$271845180.95,US
776,ENGLEWOOD CLIFFS,CITIBANK WEST,122220849,$852238396.71,US
777,WILSON,BRANCH BANKING & TRUST COMPANY,231372183,$381757114.72,US
778,IVA,THE PEOPLES BANK,053207533,$458959578.35,US
779,SEYMOUR,FIRST BANK,111324895,$579445202.63,US
780,RUTHER GLEN,UNION BANK & TRUST,051074030,$835888035.49,US
781,CHARLESTON,UNITED BANK,051504623,$822859278.26,US
782,SWEETWATER,FIRST FINANCIAL BANK,111322570,$273812952.35,US
783,COZAD,FIRST BANK & TRUST,104102574,$474607839.08,US
784,BUFFALO,HSBC BANK,026004828,$479191931.18,US
785,READING,SANTANDER BANK,221272332,$29957091.98,US
786,HERMITAGE,FIRST NATIONAL BANK,041202511,$789951437.39,US
787,SPOKANE,BANNER BANK,123206590,$941500490.21,US
788,NAPERVILLE,BMO HARRIS BANK,071906573,$230178894.78,US
789,HERMITAGE,FIRST NATIONAL BANK OF PENNSYLVANIA,031301846,$908294625.97,US
790,WHEELING,WESBANCO BANK INC,242070885,$191017580.62,US
791,CINCINNATI,FIFTH THIRD BANK,063103915,$934408936.32,US
792,MC HENRY,FIRST NATIONAL BANK,071909046,$147954967.49,US
793,ROSEMONT,M B FINANCIAL BANK,071923255,$64475190.93,US
794,LEWISTON,TD BANK,011302933,$453528816.31,US
795,RICHMOND,BANK OF AMERICA,122000661,$70937505.47,US
796,NAPERVILLE,BMO HARRIS BANK,071921697,$836938217.80,US
797,SEYMOUR,FIRST BANK & TRUST,111304404,$700549492.97,US
798,NASHVILLE,PINNACLE BANK,064009241,$613755520.98,US
799,BATESVILLE,FIRST COMMUNITY BANK,082908573,$899210089.06,US
800,LAGRANGE,COMMUNITY BANK,061103218,$259961958.56,US
801,SOUTH WINDSOR,UNITED BANK,011110633,$19251714.48,US
802,PETTSFIELD,BERKSHIRE BANK,031207911,$666206021.12,US
803,ST. PAUL,US BANK,083900732,$135905026.68,US
804,DOWNEY,FINANCIAL PARTNERS CREDIT UNION,322276871,$410718777.35,US
805,EDINBURG,CITIZENS BANK,071123518,$656829851.49,US
